state,min_age,max_age,conditions,sector,scheme_name,skills_offered,documents_needed,offered_by
Nagaland,14,57,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Himachal Pradesh,2,39,"Adult in rural area willing to work, job card required",Employment,MGNREGA,Not available,"Aadhaar Card, Bank Passbook",Ministry of Rural Development
Jharkhand,14,55,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Sikkim,3,55,"Top 1% in 12th board, pursuing science UG",Education,Inspire Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Tamil Nadu,8,62,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Haryana,11,25,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Tamil Nadu,4,16,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Madhya Pradesh,23,40,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Sikkim,16,22,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Meghalaya,20,30,"SC/ST/women, new enterprise",Employment,Stand-Up India,"Entrepreneurship, Business Loan Management","Caste Certificate, Aadhaar Card, Bank Passbook",Ministry of Finance
Andhra Pradesh,8,49,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Mizoram,24,58,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Himachal Pradesh,14,39,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Nagaland,20,41,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Haryana,11,22,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Telangana,23,45,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Tamil Nadu,3,64,"Top 1% in 12th board, pursuing science UG",Education,Inspire Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Chhattisgarh,1,10,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Andhra Pradesh,16,38,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Mizoram,11,17,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
Jharkhand,16,59,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Mizoram,6,49,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Goa,8,39,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Meghalaya,22,62,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Assam,17,46,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Uttar Pradesh,23,36,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Himachal Pradesh,9,41,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Manipur,14,23,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Odisha,8,51,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
Nagaland,3,37,"Income < ₹1 lakh, kutcha house owner",Housing,Mukhya Mantri Awas Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Mizoram,11,57,"SC/ST/women, new enterprise",Employment,Stand-Up India,"Entrepreneurship, Business Loan Management","Caste Certificate, Aadhaar Card, Bank Passbook",Ministry of Finance
Kerala,5,47,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Bihar,6,53,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Tamil Nadu,16,46,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Maharashtra,22,50,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Jharkhand,19,46,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Tamil Nadu,24,36,"Top 1% in 12th board, pursuing science UG",Education,Inspire Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Karnataka,4,18,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Bihar,23,31,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
Sikkim,2,28,"Income < ₹1 lakh, kutcha house owner",Housing,Mukhya Mantri Awas Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Kerala,2,48,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Maharashtra,13,55,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
Haryana,8,47,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Mizoram,4,11,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Telangana,16,41,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Kerala,21,62,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Haryana,10,55,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
Andhra Pradesh,17,48,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Sikkim,20,62,"Poor/vulnerable families, SECC data",Healthcare,Ayushman Bharat,Not available,"Aadhaar Card, Bank Passbook",Ministry of Health and Family Welfare
Uttarakhand,22,43,"SC/ST/women, new enterprise",Employment,Stand-Up India,"Entrepreneurship, Business Loan Management","Caste Certificate, Aadhaar Card, Bank Passbook",Ministry of Finance
Meghalaya,22,47,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Maharashtra,1,50,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Tamil Nadu,25,50,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Mizoram,2,8,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Kerala,2,16,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Kerala,1,47,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
Gujarat,17,58,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Tripura,6,30,"SC/ST/women, new enterprise",Employment,Stand-Up India,"Entrepreneurship, Business Loan Management","Caste Certificate, Aadhaar Card, Bank Passbook",Ministry of Finance
Uttarakhand,11,58,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Bihar,15,37,"Income < ₹1 lakh, kutcha house owner",Housing,Mukhya Mantri Awas Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Uttarakhand,15,23,"Adult in rural area willing to work, job card required",Employment,MGNREGA,Not available,"Aadhaar Card, Bank Passbook",Ministry of Rural Development
Mizoram,25,39,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Mizoram,9,55,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Jharkhand,25,41,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Telangana,19,35,"SC/ST/women, new enterprise",Employment,Stand-Up India,"Entrepreneurship, Business Loan Management","Caste Certificate, Aadhaar Card, Bank Passbook",Ministry of Finance
Sikkim,25,44,"Top 1% in 12th board, pursuing science UG",Education,Inspire Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Uttarakhand,24,45,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Arunachal Pradesh,15,27,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Tripura,6,57,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Himachal Pradesh,9,64,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Karnataka,7,42,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
West Bengal,5,33,"SC/ST/women, new enterprise",Employment,Stand-Up India,"Entrepreneurship, Business Loan Management","Caste Certificate, Aadhaar Card, Bank Passbook",Ministry of Finance
Madhya Pradesh,3,47,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Mizoram,3,62,"Adult in rural area willing to work, job card required",Employment,MGNREGA,Not available,"Aadhaar Card, Bank Passbook",Ministry of Rural Development
Manipur,22,37,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Maharashtra,8,25,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Andhra Pradesh,17,37,"SC/ST/women, new enterprise",Employment,Stand-Up India,"Entrepreneurship, Business Loan Management","Caste Certificate, Aadhaar Card, Bank Passbook",Ministry of Finance
Jharkhand,12,35,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Gujarat,24,55,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Rajasthan,1,40,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Chhattisgarh,22,28,"SC/ST/women, new enterprise",Employment,Stand-Up India,"Entrepreneurship, Business Loan Management","Caste Certificate, Aadhaar Card, Bank Passbook",Ministry of Finance
Mizoram,20,32,"SC/ST/women, new enterprise",Employment,Stand-Up India,"Entrepreneurship, Business Loan Management","Caste Certificate, Aadhaar Card, Bank Passbook",Ministry of Finance
Meghalaya,19,60,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Chhattisgarh,25,49,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Tamil Nadu,11,61,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Odisha,5,38,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Arunachal Pradesh,25,41,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Manipur,0,16,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Andhra Pradesh,5,52,"Top 1% in 12th board, pursuing science UG",Education,Inspire Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Uttar Pradesh,22,51,"Poor/vulnerable families, SECC data",Healthcare,Ayushman Bharat,Not available,"Aadhaar Card, Bank Passbook",Ministry of Health and Family Welfare
Maharashtra,6,28,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Himachal Pradesh,11,46,"Adult in rural area willing to work, job card required",Employment,MGNREGA,Not available,"Aadhaar Card, Bank Passbook",Ministry of Rural Development
Uttarakhand,16,56,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Nagaland,6,51,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Chhattisgarh,11,46,"SC/ST/women, new enterprise",Employment,Stand-Up India,"Entrepreneurship, Business Loan Management","Caste Certificate, Aadhaar Card, Bank Passbook",Ministry of Finance
Kerala,15,61,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Mizoram,11,41,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Telangana,19,35,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Madhya Pradesh,14,47,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Uttar Pradesh,6,25,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Gujarat,23,37,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Rajasthan,16,37,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
West Bengal,4,18,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Rajasthan,20,41,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Tripura,14,52,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Gujarat,0,32,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
West Bengal,6,33,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Bihar,20,61,"SC/ST/women, new enterprise",Employment,Stand-Up India,"Entrepreneurship, Business Loan Management","Caste Certificate, Aadhaar Card, Bank Passbook",Ministry of Finance
Bihar,13,45,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Bihar,17,55,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Haryana,18,51,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Jharkhand,2,65,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Himachal Pradesh,6,26,"Income < ₹1 lakh, kutcha house owner",Housing,Mukhya Mantri Awas Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Nagaland,5,30,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Odisha,16,50,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Kerala,12,41,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Rajasthan,6,13,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Tripura,6,53,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Uttarakhand,24,44,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Tamil Nadu,16,32,"Adult in rural area willing to work, job card required",Employment,MGNREGA,Not available,"Aadhaar Card, Bank Passbook",Ministry of Rural Development
Rajasthan,3,25,"Girl student, admitted in AICTE college",Education,AICTE Pragati Scholarship,Not available,"Aadhaar Card, Bank Passbook",All India Council for Technical Education
Tripura,6,25,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Telangana,17,55,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Arunachal Pradesh,8,29,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Tripura,4,11,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Maharashtra,15,53,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Manipur,20,32,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
Goa,16,58,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Nagaland,4,43,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Goa,9,49,"Adult in rural area willing to work, job card required",Employment,MGNREGA,Not available,"Aadhaar Card, Bank Passbook",Ministry of Rural Development
Goa,15,54,"Income < ₹6 lakh, urban household",Housing,PMAY Urban,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Odisha,20,28,"Income < ₹1 lakh, kutcha house owner",Housing,Mukhya Mantri Awas Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Mizoram,1,57,"Poor/vulnerable families, SECC data",Healthcare,Ayushman Bharat,Not available,"Aadhaar Card, Bank Passbook",Ministry of Health and Family Welfare
Uttar Pradesh,2,35,"SC/ST/women, new enterprise",Employment,Stand-Up India,"Entrepreneurship, Business Loan Management","Caste Certificate, Aadhaar Card, Bank Passbook",Ministry of Finance
Assam,3,26,"Income < ₹1 lakh, kutcha house owner",Housing,Mukhya Mantri Awas Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Rajasthan,22,47,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
West Bengal,10,47,"Top 1% in 12th board, pursuing science UG",Education,Inspire Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Uttarakhand,18,60,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
Telangana,12,35,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Jharkhand,18,60,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Madhya Pradesh,14,32,"BPL family, no pucca house",Housing,PMAY Gramin,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Jharkhand,4,43,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Tamil Nadu,13,50,"Top 1% in 12th board, pursuing science UG",Education,Inspire Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Telangana,14,56,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Assam,10,37,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Uttar Pradesh,11,47,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Punjab,8,31,"Adult in rural area willing to work, job card required",Employment,MGNREGA,Not available,"Aadhaar Card, Bank Passbook",Ministry of Rural Development
Nagaland,3,24,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Madhya Pradesh,8,14,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Rajasthan,16,39,"8th passed, income < ₹1.5 lakh, 55% marks",Education,National Means-Cum-Merit Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Uttar Pradesh,21,45,"Top 1% in 12th board, pursuing science UG",Education,Inspire Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Karnataka,2,22,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Assam,3,10,"Income < ₹3 lakh, major illness",Healthcare,Mukhya Mantri Amrutam Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Tamil Nadu,6,26,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Assam,24,43,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Kerala,4,31,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
Meghalaya,1,26,"10th pass, 18+ years, unemployed",Employment,PM Kaushal Vikas Yojana,"Tailoring, Beauty, Electrician, Welding","Aadhaar Card, Bank Passbook, 10th Marksheet",Ministry of Skill Development and Entrepreneurship
Kerala,23,56,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Meghalaya,19,47,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
Sikkim,14,26,"Rural SC/ST family, no home",Housing,Basava Vasati Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Rajasthan,24,52,"Annual income below ₹2 lakh, 12th marks ≥ 60%",Education,Post-Matric Scholarship,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Meghalaya,2,28,For hospital patients’ welfare,Healthcare,Rogi Kalyan Samiti,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Haryana,6,37,"Adult in rural area willing to work, job card required",Employment,MGNREGA,Not available,"Aadhaar Card, Bank Passbook",Ministry of Rural Development
Bihar,19,24,Pregnant woman below poverty line,Healthcare,Janani Suraksha Yojana,Not available,"Aadhaar Card, Bank Passbook",Relevant Ministry or State Department
Punjab,22,63,"New startup, DIPP registered",Employment,Startup India,"Entrepreneurship, Business Development","Aadhaar Card, Business Plan, DIPP Certificate",Department for Promotion of Industry and Internal Trade
